weight,B2,BNPL1,EF1,EF3_f,EF7,B0_a,B0_b,B0_c,ppagecat,ppgender,ppinc7,educ_4cat,BNPL1_bin,B0_a_r,B0_b_r,B0_c_r,B2_r,EF1_r,EF3_f_r,EF7_r,VULN_PCA1
1.1077,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,45-54,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,1,0,0,0,0,-1.2842829197479382
1.5162,Finding it difficult to get by,No,Yes,No,"$2,000 or more",Very little,Very well,Somewhat,55-64,Male,"$150,000 or more",Some college/technical or associates degree,0,3,3,2,3,0,0,0,0.22156249404995448
0.8142,Doing okay,No,No,No,"$1,000 to $1,999",Somewhat,Somewhat,Somewhat,75+,Male,"$25,000 to $49,999",High school degree or GED,0,2,2,2,1,1,0,1,0.2624299597359606
0.8364,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Very well,Not at all,55-64,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,4,3,0,0,0,0,0,-0.9665046004847769
0.9332,Doing okay,Yes,No,No,$500 to $999,Very little,Somewhat,Very little,45-54,Female,"$50,000 to $74,999",Bachelor's degree or more,1,3,2,1,1,1,0,2,0.06447534884658611
1.0174,Doing okay,No,No,No,$500 to $999,Somewhat,Somewhat,Somewhat,55-64,Female,"$75,000 to $99,999",Some college/technical or associates degree,0,2,2,2,1,1,0,2,0.3915197824340217
0.7389,Living comfortably,No,No,No,Under $100,Not at all,Not at all,Not at all,25-34,Female,"Less than $10,000",High school degree or GED,0,4,0,0,0,1,0,4,-0.5559273556018848
1.2184,Finding it difficult to get by,No,No,No,$500 to $999,Very little,Completely,Completely,55-64,Female,"$100,000 to $149,999",High school degree or GED,0,3,4,4,3,1,0,2,1.3244460168804522
0.9064,Just getting by,No,No,No,$100 to $499,Completely,Completely,Completely,45-54,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,0,4,4,2,1,0,3,1.7262363885641117
1.0097,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Not at all,Not at all,55-64,Male,"$150,000 or more",Some college/technical or associates degree,0,2,0,0,1,0,0,0,-0.8699679965834811
1.0999,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Male,"$50,000 to $74,999",High school degree or GED,0,4,0,0,0,0,0,0,-1.4423173690457922
1.6235,Just getting by,Yes,No,No,$100 to $499,Completely,Somewhat,Somewhat,25-34,Female,"$50,000 to $74,999",High school degree or GED,1,0,2,2,2,1,0,3,1.0929589775943938
0.6408,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,55-64,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,3,1,2,0,0,0,0,-0.7986342299734975
1.3603,Doing okay,No,No,No,Under $100,Somewhat,Very little,Somewhat,18-24,Male,"$25,000 to $49,999",Less than a high school degree,0,2,1,2,1,1,0,4,0.4910951716431389
0.8189,Just getting by,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Completely,65-74,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,2,2,4,2,0,0,0,0.31370771686509147
0.4364,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$75,000 to $99,999",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.8747,Just getting by,Yes,Yes,No,"$1,000 to $1,999",Completely,Very well,Completely,55-64,Female,"$100,000 to $149,999",High school degree or GED,1,0,3,4,2,0,0,1,0.9394217643293212
2.709,Doing okay,Yes,Yes,No,"$1,000 to $1,999",Not at all,Very little,Very little,35-44,Male,"$75,000 to $99,999",Some college/technical or associates degree,1,4,1,1,1,0,0,1,-0.7622594369797246
0.8553,Doing okay,Yes,No,No,$500 to $999,Somewhat,Somewhat,Somewhat,35-44,Male,"$150,000 or more",Bachelor's degree or more,1,2,2,2,1,1,0,2,0.3915197824340217
1.5362,Doing okay,Yes,Yes,No,Under $100,Somewhat,Somewhat,Completely,25-34,Female,"Less than $10,000",Less than a high school degree,1,2,2,4,1,0,0,4,0.5957376037741885
0.7022,Living comfortably,No,Yes,No,$500 to $999,Not at all,Very little,Not at all,45-54,Male,"$150,000 or more",Bachelor's degree or more,0,4,1,0,0,0,0,2,-1.0255334674626648
1.1727,Doing okay,No,Yes,No,"$2,000 or more",Very well,Very well,Completely,35-44,Female,"$100,000 to $149,999",Bachelor's degree or more,0,1,3,4,1,0,0,0,0.4069925534585311
0.9649,Doing okay,No,No,No,$500 to $999,Very little,Somewhat,Somewhat,55-64,Female,"$100,000 to $149,999",Bachelor's degree or more,0,3,2,2,1,1,0,2,0.22250979814443997
1.0555,Doing okay,Yes,Yes,No,"$2,000 or more",Somewhat,Very little,Very well,25-34,Female,"$50,000 to $74,999",Some college/technical or associates degree,1,2,1,3,1,0,0,0,-0.23726039250291464
1.1773,Just getting by,Yes,No,No,$100 to $499,Completely,Completely,Completely,35-44,Female,"$100,000 to $149,999",Some college/technical or associates degree,1,0,4,4,2,1,0,3,1.7262363885641117
0.5743,Doing okay,No,No,No,$500 to $999,Not at all,Somewhat,Somewhat,55-64,Female,"$10,000 to $24,999",Bachelor's degree or more,0,4,2,2,1,1,0,2,0.05349981385485819
1.6128,Just getting by,No,No,No,"$1,000 to $1,999",Somewhat,Somewhat,Somewhat,45-54,Male,"$75,000 to $99,999",High school degree or GED,0,2,2,2,2,1,0,1,0.49675936361910805
1.1274,Doing okay,No,No,No,$100 to $499,Somewhat,Very well,Very well,55-64,Female,"$25,000 to $49,999",Some college/technical or associates degree,0,2,3,3,1,1,0,3,0.8372483106169417
1.9638,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Male,"$75,000 to $99,999",Less than a high school degree,0,4,0,0,0,0,0,0,-1.4423173690457922
0.8025,Doing okay,No,No,No,$100 to $499,Very well,Somewhat,Completely,55-64,Female,"$100,000 to $149,999",Some college/technical or associates degree,0,1,2,4,1,1,0,3,1.0056884880173724
0.8843,Just getting by,No,Yes,No,$100 to $499,Completely,Completely,Completely,35-44,Female,"$10,000 to $24,999",Some college/technical or associates degree,0,0,4,4,2,0,0,3,1.3562056659124484
1.1328,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Very little,Very little,35-44,Male,"$10,000 to $24,999",Less than a high school degree,0,4,1,1,1,0,0,0,-0.8913492596777858
1.1077,Just getting by,No,No,No,$100 to $499,Completely,Very well,Very well,45-54,Female,"$150,000 or more",Bachelor's degree or more,0,0,3,3,2,1,0,3,1.4095976830792525
1.5797,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Somewhat,Somewhat,25-34,Female,"$150,000 or more",Bachelor's degree or more,0,3,2,2,0,0,0,0,-0.6400299737864926
0.8768,Just getting by,No,No,No,Under $100,Very well,Completely,Completely,45-54,Female,"$50,000 to $74,999",Bachelor's degree or more,0,1,4,4,2,1,0,4,1.6863162269725906
0.9083,Doing okay,No,Yes,No,"$1,000 to $1,999",Somewhat,Somewhat,Somewhat,45-54,Male,"$75,000 to $99,999",Some college/technical or associates degree,0,2,2,2,1,0,0,1,-0.10760076291570236
0.6324,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.9753,Just getting by,No,Yes,No,$100 to $499,Somewhat,Somewhat,Somewhat,55-64,Male,"Less than $10,000",High school degree or GED,0,2,2,2,2,0,0,3,0.3849082863635671
0.8499,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,35-44,Male,"$150,000 or more",Bachelor's degree or more,0,3,1,2,0,0,0,0,-0.7986342299734975
1.1077,Living comfortably,No,Yes,No,"$2,000 or more",Somewhat,Very little,Completely,45-54,Female,"$150,000 or more",Bachelor's degree or more,0,2,1,4,0,0,0,0,-0.3135553470882082
1.271,Just getting by,No,No,No,Under $100,Very well,Very well,Very well,25-34,Female,"$75,000 to $99,999",High school degree or GED,0,1,3,3,2,1,0,4,1.3696775214877317
0.7659,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,55-64,Male,"$150,000 or more",Bachelor's degree or more,0,3,1,2,0,0,0,0,-0.7986342299734975
0.8969,Doing okay,Yes,Yes,No,"$1,000 to $1,999",Somewhat,Somewhat,Very well,55-64,Male,"$100,000 to $149,999",Some college/technical or associates degree,1,2,2,3,1,0,0,1,0.05043368638215149
2.0928,Just getting by,Yes,No,No,Under $100,Very well,Very well,Very well,18-24,Female,"$50,000 to $74,999",Some college/technical or associates degree,1,1,3,3,2,1,0,4,1.3696775214877317
2.0715,Doing okay,Yes,Yes,No,"$2,000 or more",Somewhat,Somewhat,Completely,45-54,Male,"$100,000 to $149,999",Some college/technical or associates degree,1,2,2,4,1,0,0,0,0.07937831298194425
1.0796,Just getting by,No,No,No,$500 to $999,Completely,Very little,Very well,25-34,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,0,1,3,2,1,0,2,0.9632993480071815
0.8138,Just getting by,No,No,No,Under $100,Somewhat,Very little,Somewhat,55-64,Male,"$10,000 to $24,999",Some college/technical or associates degree,0,2,1,2,2,1,0,4,0.7254245755262863
0.4877,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Very little,Very little,65-74,Male,"$50,000 to $74,999",Bachelor's degree or more,0,4,1,1,0,0,0,0,-1.1256786635609333
0.5945,Just getting by,No,No,No,$500 to $999,Somewhat,Somewhat,Somewhat,65-74,Female,"$25,000 to $49,999",Some college/technical or associates degree,0,2,2,2,2,1,0,2,0.6258491863171692
1.2692,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,35-44,Male,"$150,000 or more",Some college/technical or associates degree,0,4,0,1,0,0,0,0,-1.2842829197479382
1.1731,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,45-54,Male,"$150,000 or more",Some college/technical or associates degree,0,3,1,2,0,0,0,0,-0.7986342299734975
0.6762,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,65-74,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,1,0,0,0,0,-1.2842829197479382
2.1414,Doing okay,No,No,No,$500 to $999,Somewhat,Somewhat,Somewhat,35-44,Male,"$25,000 to $49,999",High school degree or GED,0,2,2,2,1,1,0,2,0.3915197824340217
1.1151,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Very little,65-74,Female,"$150,000 or more",Bachelor's degree or more,0,3,1,1,0,0,0,0,-0.9566686792713515
1.8151,Doing okay,No,No,No,Under $100,Very well,Completely,Completely,35-44,Male,"$25,000 to $49,999",High school degree or GED,0,1,4,4,1,1,0,4,1.4519868230894433
0.6523,Living comfortably,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Somewhat,55-64,Female,"$100,000 to $149,999",Bachelor's degree or more,0,2,2,2,0,0,0,0,-0.4710199894969108
1.6233,Living comfortably,No,No,No,Under $100,Somewhat,Somewhat,Somewhat,18-24,Male,"Less than $10,000",Some college/technical or associates degree,0,2,2,2,0,1,0,4,0.41537002394699657
0.9387,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,35-44,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.5615,Just getting by,No,No,No,Under $100,Very well,Completely,Very well,45-54,Male,"$10,000 to $24,999",Some college/technical or associates degree,0,1,4,3,2,1,0,4,1.5282817776747368
1.2817,Finding it difficult to get by,No,Yes,No,Under $100,Completely,Completely,Completely,18-24,Female,"Less than $10,000",High school degree or GED,0,0,4,4,3,0,0,4,1.7196248924936568
0.7819,Finding it difficult to get by,No,Yes,No,$500 to $999,Very little,Completely,Completely,55-64,Male,"$75,000 to $99,999",Some college/technical or associates degree,0,3,4,4,3,0,0,2,0.9544152942287893
0.652,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Female,"$25,000 to $49,999",Some college/technical or associates degree,0,4,0,0,1,0,0,0,-1.2079879651626448
0.8724,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,25-34,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,1,0,0,0,-1.2079879651626448
0.9023,Living comfortably,No,Yes,No,"$2,000 or more",Completely,Completely,Completely,45-54,Male,"$50,000 to $74,999",Some college/technical or associates degree,0,0,4,4,0,0,0,0,0.5002773900519706
1.1727,Doing okay,No,Yes,No,"$2,000 or more",Very well,Somewhat,Completely,35-44,Female,"$100,000 to $149,999",Bachelor's degree or more,0,1,2,4,1,0,0,0,0.24838829727152612
0.5601,Living comfortably,No,No,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Male,"$100,000 to $149,999",Bachelor's degree or more,0,4,0,0,0,1,0,0,-1.072286646394129
1.2105,Doing okay,No,Yes,No,$500 to $999,Not at all,Not at all,Not at all,35-44,Female,"$100,000 to $149,999",Bachelor's degree or more,0,4,0,0,1,0,0,2,-0.9498083197665225
0.8779,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,25-34,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.3121,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Somewhat,Somewhat,65-74,Female,"$150,000 or more",Bachelor's degree or more,0,4,2,2,0,0,0,0,-0.8090399580760742
1.3582,Living comfortably,No,Yes,No,Under $100,Somewhat,Very well,Very little,35-44,Female,"$150,000 or more",Bachelor's degree or more,0,2,3,1,0,0,0,4,0.045909108184484695
0.6936,Doing okay,Yes,Yes,No,"$2,000 or more",Very well,Very well,Completely,65-74,Male,"$150,000 or more",Bachelor's degree or more,1,1,3,4,1,0,0,0,0.4069925534585311
0.577,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Very well,Somewhat,45-54,Male,"$75,000 to $99,999",Bachelor's degree or more,0,4,3,2,0,0,0,0,-0.6504357018890694
0.6864,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,25-34,Male,"$100,000 to $149,999",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.6408,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Not at all,Very little,65-74,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,3,0,1,0,0,0,0,-1.1152729354583564
0.7818,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Very little,Somewhat,55-64,Female,"$75,000 to $99,999",High school degree or GED,0,4,1,2,1,0,0,0,-0.733314810379932
0.6762,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.5524,Just getting by,No,Yes,No,$500 to $999,Completely,Very little,Completely,55-64,Male,"$50,000 to $74,999",Bachelor's degree or more,0,0,1,4,2,0,0,2,0.7513030746533724
0.9046,Doing okay,No,No,No,"$1,000 to $1,999",Somewhat,Very well,Completely,25-34,Male,"$150,000 or more",Bachelor's degree or more,0,2,3,4,1,1,0,1,0.7371031145186735
0.9443,Just getting by,No,Yes,No,$500 to $999,Very well,Somewhat,Somewhat,45-54,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,1,2,2,2,0,0,2,0.4248284479550878
0.5493,Doing okay,No,Yes,No,$500 to $999,Very little,Somewhat,Somewhat,75+,Female,"Less than $10,000",High school degree or GED,0,3,2,2,1,0,0,2,-0.1475209245072231
1.4516,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,35-44,Male,"$150,000 or more",Some college/technical or associates degree,0,4,0,0,0,0,0,0,-1.4423173690457922
0.244,Finding it difficult to get by,No,No,No,$100 to $499,Somewhat,Very well,Completely,45-54,Female,"$75,000 to $99,999",Bachelor's degree or more,0,2,3,4,3,1,0,3,1.4639415676810903
1.163,Just getting by,No,No,No,$100 to $499,Somewhat,Somewhat,Completely,75+,Female,"$150,000 or more",High school degree or GED,0,2,2,4,2,1,0,3,1.0710079076109378
0.6762,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Very little,55-64,Male,"$150,000 or more",Bachelor's degree or more,0,3,1,1,0,0,0,0,-0.9566686792713515
0.8364,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,4,0,0,0,0,0,0,-1.4423173690457922
1.0968,Living comfortably,No,No,No,"$2,000 or more",Very little,Somewhat,Somewhat,35-44,Female,"$100,000 to $149,999",Bachelor's degree or more,0,3,2,2,0,1,0,0,-0.2699992511348296
1.0685,Living comfortably,Yes,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,35-44,Female,"$100,000 to $149,999",Bachelor's degree or more,1,3,1,2,0,0,0,0,-0.7986342299734975
0.602,Finding it difficult to get by,No,Yes,No,"$2,000 or more",Completely,Completely,Completely,35-44,Male,"$75,000 to $99,999",Bachelor's degree or more,0,0,4,4,3,0,0,0,1.2032656017014123
0.9046,Doing okay,Yes,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,25-34,Male,"$150,000 or more",Bachelor's degree or more,1,4,0,1,1,0,0,0,-1.0499535158647908
1.2307,Doing okay,Yes,No,No,Under $100,Somewhat,Somewhat,Somewhat,18-24,Female,"$25,000 to $49,999",Less than a high school degree,1,2,2,2,1,1,0,4,0.6496994278301439
0.9776,Doing okay,No,No,No,Under $100,Not at all,Somewhat,Somewhat,35-44,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,4,2,2,1,1,0,4,0.31167945925098034
0.7045,Finding it difficult to get by,Yes,No,No,$100 to $499,Completely,Very little,Completely,35-44,Male,"$100,000 to $149,999",Bachelor's degree or more,1,0,1,4,3,1,0,3,1.4847530238862439
0.6758,Doing okay,No,No,No,"$2,000 or more",Very little,Somewhat,Somewhat,25-34,Male,"$25,000 to $49,999",Bachelor's degree or more,0,3,2,2,1,1,0,0,-0.0356698472516822
0.5945,Just getting by,No,No,No,Under $100,Not at all,Completely,Somewhat,65-74,Female,"$25,000 to $49,999",Some college/technical or associates degree,0,4,4,2,2,1,0,4,0.8632173755081377
0.7751,Doing okay,No,Yes,No,$100 to $499,Somewhat,Somewhat,Somewhat,25-34,Female,"Less than $10,000",Some college/technical or associates degree,0,2,2,2,1,0,0,3,0.1505788824804198
0.5603,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Very little,Somewhat,55-64,Female,"$25,000 to $49,999",Bachelor's degree or more,0,2,1,2,1,0,0,0,-0.3952948418007685
1.4989,Doing okay,No,No,No,"$1,000 to $1,999",Somewhat,Somewhat,Somewhat,35-44,Female,"$150,000 or more",Bachelor's degree or more,0,2,2,2,1,1,0,1,0.2624299597359606
1.8578,Just getting by,No,No,No,"$2,000 or more",Not at all,Very little,Not at all,25-34,Male,"$10,000 to $24,999",Some college/technical or associates degree,0,4,1,0,2,1,0,0,-0.4450235824408294
1.2435,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Female,"$150,000 or more",High school degree or GED,0,4,0,0,0,0,0,0,-1.4423173690457922
1.0092,Just getting by,No,No,No,$100 to $499,Very well,Very well,Very well,18-24,Male,"$25,000 to $49,999",Bachelor's degree or more,0,1,3,3,2,1,0,3,1.240587698789671
0.8816,Just getting by,No,No,Yes,Under $100,Completely,Somewhat,Completely,18-24,Female,"$10,000 to $24,999",Some college/technical or associates degree,0,0,2,4,2,1,1,4,1.9117774215137886
1.0343,Doing okay,No,Yes,No,$500 to $999,Somewhat,Somewhat,Somewhat,35-44,Female,"$75,000 to $99,999",Bachelor's degree or more,0,2,2,2,1,0,0,2,0.021489059782358724
1.2927,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Not at all,Not at all,25-34,Female,"$100,000 to $149,999",High school degree or GED,0,3,0,0,0,0,0,0,-1.2733073847562104
0.7627,Doing okay,No,No,No,"$1,000 to $1,999",Somewhat,Somewhat,Very well,65-74,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,2,2,3,1,1,0,1,0.4204644090338145
1.3232,Living comfortably,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Somewhat,25-34,Female,"$150,000 or more",Bachelor's degree or more,0,2,2,2,0,0,0,0,-0.4710199894969108
2.5636,Doing okay,No,No,No,Under $100,Very little,Very little,Completely,18-24,Female,"$50,000 to $74,999",Less than a high school degree,0,3,1,4,1,1,0,4,0.6381540859492648
1.1986,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Very little,25-34,Female,"$100,000 to $149,999",Bachelor's degree or more,0,3,1,1,0,0,0,0,-0.9566686792713515
0.299,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Not at all,Very little,65-74,Male,"$50,000 to $74,999",Some college/technical or associates degree,0,3,0,1,0,0,0,0,-1.1152729354583564
1.0432,Just getting by,No,No,No,Under $100,Very well,Completely,Completely,25-34,Female,"$25,000 to $49,999",High school degree or GED,0,1,4,4,2,1,0,4,1.6863162269725906
1.3838,Finding it difficult to get by,No,No,No,Under $100,Completely,Completely,Completely,25-34,Male,"$25,000 to $49,999",Less than a high school degree,0,0,4,4,3,1,0,4,2.08965561514532
1.0171,Doing okay,No,Yes,No,"$1,000 to $1,999",Somewhat,Very little,Somewhat,55-64,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,2,1,2,1,0,0,1,-0.26620501910270744
0.8979,Doing okay,No,No,No,$500 to $999,Very little,Somewhat,Very little,55-64,Male,"$50,000 to $74,999",Some college/technical or associates degree,0,3,2,1,1,1,0,2,0.06447534884658611
0.9871,Doing okay,No,No,No,"$1,000 to $1,999",Somewhat,Very well,Completely,35-44,Male,"$100,000 to $149,999",Bachelor's degree or more,0,2,3,4,1,1,0,1,0.7371031145186735
0.7856,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,45-54,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
2.2533,Doing okay,Yes,No,No,$100 to $499,Not at all,Somewhat,Very little,25-34,Male,"$50,000 to $74,999",Some college/technical or associates degree,1,4,2,1,1,1,0,3,0.02455518725506539
1.6786,Just getting by,No,No,No,Under $100,Very little,Very little,Completely,25-34,Male,"$25,000 to $49,999",High school degree or GED,0,3,1,4,2,1,0,4,0.8724834898324121
0.6013,Doing okay,No,Yes,No,$500 to $999,Somewhat,Very well,Completely,35-44,Male,"$50,000 to $74,999",Bachelor's degree or more,0,2,3,4,1,0,0,2,0.4961622145650714
1.358,Finding it difficult to get by,No,No,No,Under $100,Completely,Not at all,Completely,35-44,Female,"$10,000 to $24,999",High school degree or GED,0,0,0,4,3,1,0,4,1.4552385903972997
1.3867,Living comfortably,No,Yes,No,"$1,000 to $1,999",Somewhat,Somewhat,Somewhat,45-54,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,2,2,2,0,0,0,1,-0.34193016679884974
0.5499,Just getting by,No,No,No,$500 to $999,Somewhat,Somewhat,Very well,65-74,Male,"Less than $10,000",High school degree or GED,0,2,2,3,2,1,0,2,0.783883635615023
1.271,Doing okay,No,No,No,Under $100,Very little,Somewhat,Very little,25-34,Female,"$75,000 to $99,999",High school degree or GED,0,3,2,1,1,1,0,4,0.3226549942427082
1.0318,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Female,"$150,000 or more",Some college/technical or associates degree,0,4,0,0,0,0,0,0,-1.4423173690457922
0.8581,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Very little,Very well,45-54,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,2,1,3,1,0,0,0,-0.23726039250291464
1.2648,Doing okay,Yes,Yes,No,$100 to $499,Not at all,Somewhat,Somewhat,45-54,Male,"$25,000 to $49,999",Some college/technical or associates degree,1,4,2,2,1,0,0,3,-0.18744108609874377
1.2787,Finding it difficult to get by,Yes,No,No,Under $100,Completely,Completely,Completely,55-64,Male,"$50,000 to $74,999",Less than a high school degree,1,0,4,4,3,1,0,4,2.08965561514532
3.5159,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Somewhat,18-24,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,2,0,0,0,0,-1.1262484704500844
1.1094,Doing okay,Yes,Yes,No,$500 to $999,Not at all,Very well,Very little,18-24,Male,"$50,000 to $74,999",Some college/technical or associates degree,1,4,3,1,1,0,0,2,-0.31596110190765375
1.5738,Living comfortably,No,No,No,Under $100,Somewhat,Somewhat,Somewhat,18-24,Female,"$150,000 or more",Some college/technical or associates degree,0,2,2,2,0,1,0,4,0.41537002394699657
0.9415,Doing okay,No,No,No,Under $100,Completely,Somewhat,Completely,18-24,Female,"$25,000 to $49,999",Some college/technical or associates degree,0,0,2,4,1,1,0,4,1.3037882950050153
2.1335,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,18-24,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,1,0,0,0,-1.2079879651626448
1.6759,Finding it difficult to get by,No,No,No,Under $100,Very well,Very well,Very well,18-24,Male,"$25,000 to $49,999",Less than a high school degree,0,1,3,3,3,1,0,4,1.604006925370879
1.4779,Doing okay,No,No,No,Under $100,Somewhat,Somewhat,Somewhat,25-34,Female,"$50,000 to $74,999",Less than a high school degree,0,2,2,2,1,1,0,4,0.6496994278301439
0.6933,Doing okay,No,No,No,Under $100,Somewhat,Completely,Very well,35-44,Female,"$75,000 to $99,999",High school degree or GED,0,2,4,3,1,1,0,4,1.1249423895020079
1.1808,Doing okay,No,No,No,"$2,000 or more",Very well,Somewhat,Completely,25-34,Female,"$50,000 to $74,999",High school degree or GED,0,1,2,4,1,1,0,0,0.6184190199231893
0.6978,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Very well,45-54,Male,"$150,000 or more",Bachelor's degree or more,0,2,2,3,1,0,0,0,-0.0786561363159096
0.9616,Doing okay,No,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,35-44,Male,"$100,000 to $149,999",Bachelor's degree or more,0,3,1,2,1,0,0,0,-0.5643048260903503
1.5817,Just getting by,No,No,No,$100 to $499,Very little,Completely,Completely,18-24,Female,"$25,000 to $49,999",High school degree or GED,0,3,4,4,2,1,0,3,1.219206435695366
0.9018,Doing okay,Yes,No,No,"$1,000 to $1,999",Somewhat,Very little,Completely,25-34,Male,"$75,000 to $99,999",Bachelor's degree or more,1,2,1,4,1,1,0,1,0.41989460214466334
2.0625,Finding it difficult to get by,No,No,No,Under $100,Completely,Not at all,Completely,25-34,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,0,0,4,3,1,0,4,1.4552385903972997
0.7163,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Very little,45-54,Male,"$150,000 or more",Bachelor's degree or more,0,3,1,1,0,0,0,0,-0.9566686792713515
0.8553,Doing okay,Yes,Yes,No,"$2,000 or more",Somewhat,Very well,Very well,35-44,Male,"$150,000 or more",Bachelor's degree or more,1,2,3,3,1,0,0,0,0.07994811987109539
1.8221,Doing okay,No,No,No,$100 to $499,Very well,Very well,Very well,18-24,Female,"$100,000 to $149,999",Some college/technical or associates degree,0,1,3,3,1,1,0,3,1.0062582949065235
0.6157,Doing okay,No,No,No,"$2,000 or more",Very well,Somewhat,Completely,45-54,Male,"$100,000 to $149,999",Bachelor's degree or more,0,1,2,4,1,1,0,0,0.6184190199231893
0.4149,Doing okay,No,Yes,No,"$2,000 or more",Very little,Somewhat,Somewhat,75+,Male,"$25,000 to $49,999",Bachelor's degree or more,0,3,2,2,1,0,0,0,-0.4057005699033453
1.2621,Finding it difficult to get by,No,No,Yes,Under $100,Very little,Very little,Very little,55-64,Female,"$10,000 to $24,999",Less than a high school degree,0,3,1,1,3,1,1,4,1.006369268447624
